image_id	run_id	timestamp	frame	lifter	gain	measurementlabel	cartag	id	exposure	zoom	plantbarcode	camera	treatment	imgtype	other	image	image_id	area	hull-area	solidity	perimeter	width	height	longest_axis	center-of-mass-x	center-of-mass-y	hull_vertices	in_bounds	ellipse_center_x	ellipse_center_y	ellipse_major_axis	ellipse_minor_axis	ellipse_angle	ellipse_eccentricity	y-position	height_above_bound	height_below_bound	above_bound_area	percent_above_bound_area	below_bound_area	percent_below_bound_area	marker_area	marker_major_axis_length	marker_minor_axis_length	marker_eccentricity	estimated_object_count	tip_points	tip_points_r	centroid_r	baseline_r	tip_number	vert_ave_c	hori_ave_c	euc_ave_c	ang_ave_c	vert_ave_b	hori_ave_b	euc_ave_b	ang_ave_b	left_lmk	right_lmk	center_h_lmk	left_lmk_r	right_lmk_r	center_h_lmk_r	top_lmk	bottom_lmk	center_v_lmk	top_lmk_r	bottom_lmk_r	center_v_lmk_r
1105	2	2013-12-18 05:37:17.393	90	none	none	B2_120513	1833	358682	none	z700	Dp2AD000179	SV	none	VIS	none	snapshot60890/VIS_SV_90_z700_358682.png	1105	55837.0	266589.5	0.209449359408	6417.62941468	623	651	488	1199.01669144	1477.28346795	17	True	1194.09118652	1443.55725098	608.523071289	428.260223389	153.302062988	0.710427985369	280	651	0	55837	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1106	2	2013-12-24 06:26:00.29	180	none	none	B2_120513	2022	374796	none	z700	Dp2AA000111	SV	none	VIS	none	snapshot67924/VIS_SV_180_z700_374796.png	1106	83981.0	278229.5	0.301840746578	7213.37187469	715	686	649	1347.33425418	1478.47448828	17	True	1365.31567383	1448.41784668	671.65802002	380.545013428	41.2692604065	0.824009796004	280	686	0	83981	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1107	2	2013-12-22 10:38:52.768	180	none	none	B2_120513	1327	370705	none	z700	Dp1AA01037	SV	none	VIS	none	snapshot65940/VIS_SV_180_z700_370705.png	1107	268467.0	1407996.0	0.190673126912	20436.7270226	1400	1350	1326	1147.09998622	1340.79070053	17	True	1143.33654785	1217.38061523	1193.91430664	1022.89538574	27.2314720154	0.515718998158	280	1350	0	268467	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108	2	2013-12-24 06:43:33.869	90	none	none	B2_120513	1734	374914	none	z700	Dp2AA01082	SV	none	VIS	none	snapshot67934/VIS_SV_90_z700_374914.png	1108	224191.0	693622.5	0.323217600352	13993.98686	795	1246	1246	1192.23751623	1277.72695603	24	True	1180.22900391	1201.2220459	1044.41113281	590.127380371	177.455184937	0.825067895938	280	1246	0	224191	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1109	2	2013-12-21 10:40:03.533	270	none	none	B2_120513	2079	368186	none	z700	Dp1AA01039	SV	none	VIS	none	snapshot64909/VIS_SV_270_z700_368186.png	1109	238920.0	1266896.0	0.188586908476	19840.9261035	1531	1258	1193	1356.19648418	1442.28830152	15	True	1391.7043457	1370.7956543	1172.69506836	908.423522949	75.9366455078	0.63239513154	280	1115	143	231736	96.9931357777	7184	3.00686422233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110	2	2013-12-24 15:14:15.697	270	none	none	B2_120513	1824	376490	none	z700	Dp1AE000088	SV	none	VIS	none	snapshot68475/VIS_SV_270_z700_376490.png	1110	196107.0	855651.0	0.229190405901	20048.0996441	1200	992	984	1242.55354985	1431.52785469	14	True	1251.16589355	1384.38513184	905.127441406	742.126037598	64.0501403809	0.572487695951	280	916	76	194617	99.2402107013	1490	0.759789298699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1111	2	2013-12-18 15:55:12.893	0	none	none	B2_120513	1360	362084	none	z700	Dp2AA01062	SV	none	VIS	none	snapshot62084/VIS_SV_0_z700_362084.png	1111	76742.0	256418.0	0.2992847616	7615.63394523	874	434	711	1211.73259753	1553.4952829	21	True	1209.18859863	1537.83447266	660.588195801	370.49621582	96.1472930908	0.827911971992	280	434	0	76742	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	2	2013-12-19 10:17:19.268	90	none	none	B2_120513	1880	364390	none	z700	Dp2AA000112	SV	none	VIS	none	snapshot62817/VIS_SV_90_z700_364390.png	1112	106343.0	372744.0	0.285297684201	9098.64590406	723	958	930	1227.03706873	1404.79649812	16	True	1240.95996094	1373.8215332	882.167175293	460.700439453	152.224685669	0.852800326596	280	958	0	106343	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1113	2	2013-12-19 16:49:00.924	0	none	none	B2_120513	1929	366788	none	z700	Dp1AA01030	SV	none	VIS	none	snapshot63559/VIS_SV_0_z700_366788.png	1113	143802.0	596701.0	0.240995071233	11277.8277001	1006	970	969	1325.08646611	1477.3803146	17	True	1326.70178223	1400.65759277	855.277709961	689.262512207	31.9463825226	0.592060900091	280	970	0	143802	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1114	2	2013-12-18 14:33:12.315	270	none	none	B2_120513	2106	361358	none	z700	Dp2AD000169	SV	none	VIS	none	snapshot61933/VIS_SV_270_z700_361358.png	1114	70550.0	233886.0	0.301642680622	5504.04526472	473	829	828	1180.52738483	1445.54749823	19	True	1160.86120605	1401.41955566	680.565185547	320.912384033	169.414642334	0.881845713542	280	829	0	70550	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1115	2	2013-12-21 07:22:25.127	270	none	none	B2_120513	1910	367574	none	z700	Dp1AE000097	SV	none	VIS	none	snapshot64859/VIS_SV_270_z700_367574.png	1115	186781.0	725155.5	0.257573720395	14714.8024849	896	1378	1244	1166.45505164	1397.87089158	13	True	1110.08569336	1326.74377441	1239.40454102	607.71697998	157.62387085	0.871536968701	280	1234	144	181969	97.4237208281	4812	2.57627917186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1116	2	2013-12-21 06:49:46.862	90	none	none	B2_120513	1342	367356	none	z700	Dp2AD000171	SV	none	VIS	none	snapshot64841/VIS_SV_90_z700_367356.png	1116	131064.0	482200.0	0.27180423061	11386.3766363	594	1246	1232	1285.08096808	1309.11727858	18	True	1275.73242188	1237.77282715	1024.50939941	427.084136963	179.423095703	0.908967503765	280	1246	0	131064	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1117	2	2013-12-26 15:06:04.228	90	none	none	B2_120513	1958	381492	none	z700	Dp2AD000163	SV	none	VIS	none	snapshot70534/VIS_SV_90_z700_381492.png	1117	133903.0	612598.0	0.21858216971	12494.5317119	752	1379	1379	1282.06990881	1205.14567261	14	True	1323.84216309	1106.06054688	1191.61169434	469.748687744	14.7603349686	0.919019150348	280	1379	0	133903	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1118	2	2013-12-19 11:20:15.627	90	none	none	B2_120513	1621	364966	none	z700	Dp2AC000141	SV	none	VIS	none	snapshot62865/VIS_SV_90_z700_364966.png	1118	22101.0	91962.5	0.240326219927	4231.23673201	359	366	340	1258.74191213	1625.82629745	27	True	1273.13208008	1595.64831543	370.134735107	285.158996582	51.872303009	0.637537356807	280	366	0	22101	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1119	2	2013-12-22 15:58:29.612	90	none	none	B2_120513	2072	371710	none	z700	Dp1AA01034	SV	none	VIS	none	snapshot66435/VIS_SV_90_z700_371710.png	1119	167139.0	531536.5	0.314445009891	13966.5722864	900	817	811	1239.20570902	1520.62701703	13	True	1235.56323242	1522.44702148	719.303283691	648.835388184	102.60962677	0.431666819406	280	734	83	165273	98.8835639797	1866	1.11643602032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1120	2	2013-12-26 15:49:11.712	180	none	none	B2_120513	1674	381769	none	z700	Dp1AD000073	SV	none	VIS	none	snapshot70557/VIS_SV_180_z700_381769.png	1120	170044.0	871910.0	0.195024715854	19749.0416743	1288	1016	1263	1322.28884289	1397.6192162	13	True	1337.44396973	1349.86682129	925.322814941	764.406921387	79.4663619995	0.563527122892	280	1016	0	170044	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121	2	2013-12-25 11:33:52.384	270	none	none	B2_120513	1583	378650	none	z700	Dp1AD000067	SV	none	VIS	none	snapshot69065/VIS_SV_270_z700_378650.png	1121	157359.0	852861.5	0.184507097577	17584.2764614	1026	1349	1337	1094.55791534	1311.90843231	14	True	1083.46142578	1184.93676758	1105.87536621	694.922180176	170.750595093	0.777897609567	280	1349	0	157359	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1122	2	2013-12-22 14:24:26.237	180	none	none	B2_120513	1289	371125	none	z700	Dp1AD000074	SV	none	VIS	none	snapshot66386/VIS_SV_180_z700_371125.png	1122	163424.0	996829.5	0.163943783766	27779.2869231	1227	1148	949	1260.06732793	1427.35799515	16	True	1271.86071777	1329.46166992	978.580383301	854.954040527	37.2464065552	0.486523182902	280	1146	2	163418	99.9963285686	6	0.00367143136871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1123	2	2013-12-24 10:15:05.087	180	none	none	B2_120513	1495	375612	none	z700	Dp2AA000114	SV	none	VIS	none	snapshot67991/VIS_SV_180_z700_375612.png	1123	189924.0	812041.0	0.233884742273	13700.9882737	949	1311	1169	1393.66574525	1172.92900845	21	True	1422.84191895	1122.86193848	1171.18444824	626.811889648	25.8880195618	0.844728635939	280	1311	0	189924	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1124	2	2013-12-19 11:56:34.705	90	none	none	B2_120513	1309	365314	none	z700	Dp2AA01061	SV	none	VIS	none	snapshot62894/VIS_SV_90_z700_365314.png	1124	106925.0	331059.5	0.322978195762	7834.42477465	710	672	651	1259.26839373	1500.98790741	18	True	1272.02661133	1474.57446289	571.182739258	508.714416504	25.0016918182	0.454722083882	280	672	0	106925	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1125	2	2013-12-21 10:33:03.83	180	none	none	B2_120513	1434	368136	none	z700	Dp2AA000107	SV	none	VIS	none	snapshot64905/VIS_SV_180_z700_368136.png	1125	178063.0	500418.0	0.355828527351	8901.08130121	813	976	971	1305.43254354	1376.34800043	22	True	1306.13696289	1341.6105957	792.288391113	561.560974121	15.4869642258	0.705426032298	280	976	0	178063	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1126	2	2013-12-22 06:57:24.283	270	none	none	B2_120513	1087	369950	none	z700	Dp2AA01109	SV	none	VIS	none	snapshot65878/VIS_SV_270_z700_369950.png	1126	109459.0	319282.0	0.342828596664	6541.41273618	616	738	607	1195.53716917	1431.37528207	12	True	1179.27270508	1424.12890625	599.560974121	518.012084961	0.350947201252	0.503516411213	280	713	25	109210	99.7725175637	249	0.227482436346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1127	2	2013-12-19 14:44:42.862	270	none	none	B2_120513	1897	365654	none	z700	Dp2AD000164	SV	none	VIS	none	snapshot63464/VIS_SV_270_z700_365654.png	1127	99231.0	409931.5	0.242067272215	9851.01911676	724	846	827	1188.28558616	1443.45407181	19	True	1191.84692383	1390.54125977	672.343505859	548.13848877	159.907821655	0.579087303949	280	843	3	99202	99.9707752618	29	0.029224738237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1128	2	2013-12-18 11:59:05.533	90	none	none	B2_120513	1154	360826	none	z700	Dp2AE000194	SV	none	VIS	none	snapshot61219/VIS_SV_90_z700_360826.png	1128	54650.0	170137.5	0.321210785394	5452.96101499	505	531	394	1277.0916011	1513.04574565	17	True	1251.7479248	1508.59936523	470.107727051	343.647399902	32.6552047729	0.682380534562	280	531	0	54650	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1129	2	2013-12-19 10:22:10.783	0	none	none	B2_120513	1521	364436	none	z700	Dp2AD000167	SV	none	VIS	none	snapshot62821/VIS_SV_0_z700_364436.png	1129	53670.0	256560.5	0.209190424871	5463.05449295	525	764	762	1205.01812931	1450.15994038	18	True	1220.06335449	1415.7019043	644.70513916	393.346679688	169.485641479	0.792310000741	280	764	0	53670	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1130	2	2013-12-18 10:42:34.158	90	none	none	B2_120513	1672	360070	none	z700	Dp2AB000124	SV	none	VIS	none	snapshot61066/VIS_SV_90_z700_360070.png	1130	26354.0	123574.0	0.213264926279	4499.32499838	411	441	351	1263.96554603	1562.62711543	13	True	1260.43237305	1497.3371582	424.385284424	339.157775879	11.9575605392	0.601099473097	280	441	0	26354	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1131	2	2013-12-19 11:42:02.83	0	none	none	B2_120513	1456	365180	none	z700	Dp2AA000117	SV	none	VIS	none	snapshot62883/VIS_SV_0_z700_365180.png	1131	124938.0	478652.0	0.261020532663	7211.59568489	798	858	824	1251.84621972	1424.23819815	19	True	1255.82312012	1388.52636719	708.788146973	618.054870605	4.3904466629	0.489526968121	280	858	0	124938	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1132	2	2013-12-19 15:38:51.19	90	none	none	B2_120513	1101	366131	none	z700	Dp2AB000129	SV	none	VIS	none	snapshot63504/VIS_SV_90_z700_366131.png	1132	18830.0	115464.5	0.163080427317	3277.63233209	438	472	424	1315.82251726	1574.36271907	26	True	1387.73217773	1526.62658691	522.440063477	227.547714233	35.2066421509	0.900165516591	280	472	0	18830	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1133	2	2013-12-19 06:30:24.065	90	none	none	B2_120513	2022	363430	none	z700	Dp2AA000111	SV	none	VIS	none	snapshot62643/VIS_SV_90_z700_363430.png	1133	23788.0	108765.0	0.21871006298	2912.67443419	439	410	423	1314.4372793	1570.30759206	17	True	1333.12390137	1555.85839844	420.885681152	255.17326355	55.3286476135	0.795253624734	280	410	0	23788	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	2	2013-12-23 06:51:02.33	90	none	none	B2_120513	1319	372431	none	z700	Dp1AE000091	SV	none	VIS	none	snapshot66906/VIS_SV_90_z700_372431.png	1134	205513.0	1010158.0	0.203446391555	19549.9527034	895	1476	1466	1256.63199895	1378.67743646	11	True	1287.23803711	1265.61083984	1183.95654297	691.317260742	3.17780184746	0.811822531956	280	1299	177	202265	98.4195646991	3248	1.58043530093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	2	2013-12-24 14:31:24.462	0	none	none	B2_120513	1897	376235	none	z700	Dp2AD000164	SV	none	VIS	none	snapshot68454/VIS_SV_0_z700_376235.png	1135	124841.0	626757.5	0.199185490401	11655.8988218	704	1339	1323	1215.43746846	1288.11482606	17	True	1182.97583008	1181.75402832	1097.67114258	500.084899902	171.967636108	0.890191171516	280	1339	0	124841	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	2	2013-12-26 06:57:36.869	180	none	none	B2_120513	1087	380076	none	z700	Dp2AA01109	SV	none	VIS	none	snapshot70006/VIS_SV_180_z700_380076.png	1136	208568.0	751610.0	0.277494977448	14043.6153936	1146	925	1018	1284.05149879	1310.29641172	18	True	1292.85400391	1247.70849609	962.944091797	800.403686523	55.0237350464	0.555966448782	280	925	0	208568	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1137	2	2013-12-21 07:23:37.674	0	none	none	B2_120513	1838	367580	none	z700	Dp1AA000001	SV	none	VIS	none	snapshot64860/VIS_SV_0_z700_367580.png	1137	197481.0	891643.5	0.221479773026	17855.6460851	1045	1126	1065	1216.75324715	1422.45996324	15	True	1228.45751953	1360.77075195	924.874572754	837.678894043	1.98484587669	0.42387303706	280	1061	65	196755	99.6323696963	726	0.367630303675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1138	2	2013-12-18 14:33:12.315	180	none	none	B2_120513	2106	361356	none	z700	Dp2AD000169	SV	none	VIS	none	snapshot61933/VIS_SV_180_z700_361356.png	1138	84891.0	382416.5	0.221985714529	8288.71261179	747	842	841	1254.64940924	1460.69650493	20	True	1242.27526855	1409.21179199	671.82824707	530.513305664	165.46421814	0.61354964592	280	842	0	84891	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1139	2	2013-12-27 10:12:50.197	180	none	none	B2_120513	1481	383041	none	z700	Dp1AE000099	SV	none	VIS	none	snapshot71073/VIS_SV_180_z700_383041.png	1139	273297.0	1211703.0	0.225547844645	31978.2739594	1357	1298	1230	1299.89033176	1317.50530375	14	True	1284.78881836	1271.93432617	996.846618652	956.166381836	50.2821006775	0.282758691531	280	1217	81	272735	99.7943629092	562	0.205637090784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	2	2013-12-21 10:14:42.315	180	none	none	B2_120513	1989	368028	none	z700	Dp2AA01098	SV	none	VIS	none	snapshot64896/VIS_SV_180_z700_368028.png	1140	150405.0	591766.0	0.254162963063	11020.2654018	825	1029	972	1279.6419135	1314.24487883	20	True	1263.30834961	1243.30810547	877.187194824	632.368713379	5.63115882874	0.693033802659	280	1029	0	150405	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1141	2	2013-12-18 14:58:22.565	90	none	none	B2_120513	1656	361570	none	z700	Dp2AE000193	SV	none	VIS	none	snapshot62005/VIS_SV_90_z700_361570.png	1141	95615.0	524677.5	0.182235754344	8139.51587343	701	1112	1017	1256.43659468	1338.68625216	15	True	1268.22509766	1241.86096191	918.572875977	567.618469238	3.71654844284	0.786229068782	280	1112	0	95615	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1142	2	2013-12-25 15:52:45.119	0	none	none	B2_120513	1668	379209	none	z700	Dp2AE000187	SV	none	VIS	none	snapshot69523/VIS_SV_0_z700_379209.png	1142	225048.0	982648.5	0.22902187303	15766.1528426	1209	1119	1071	1190.22285468	1282.34204259	20	True	1211.83752441	1171.39038086	987.568115234	869.832214355	11.8512058258	0.473521993111	280	1119	0	225048	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	2	2013-12-24 09:47:30.853	90	none	none	B2_120513	1521	375456	none	z700	Dp2AD000167	SV	none	VIS	none	snapshot67978/VIS_SV_90_z700_375456.png	1143	97149.0	569291.0	0.170649105642	13035.0932558	799	1058	961	1288.74720275	1283.93962882	15	True	1332.01293945	1255.8458252	870.113342285	622.185668945	162.034713745	0.69906023697	280	1058	0	97149	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1144	2	2013-12-23 06:52:14.721	180	none	none	B2_120513	1699	372444	none	z700	Dp1AA000004	SV	none	VIS	none	snapshot66907/VIS_SV_180_z700_372444.png	1144	197699.0	1042546.0	0.189630961128	19435.3534266	1205	1053	963	1279.34801896	1414.93666129	10	True	1284.70361328	1312.12109375	952.471130371	890.77545166	64.7652816772	0.354052178342	280	990	63	196267	99.2756665436	1432	0.724333456416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	2	2013-12-27 05:36:30.369	270	none	none	B2_120513	1833	382154	none	z700	Dp2AD000179	SV	none	VIS	none	snapshot71000/VIS_SV_270_z700_382154.png	1145	149622.0	672079.0	0.222625613953	14162.3541098	664	1537	1522	1254.23387603	1256.25250297	20	True	1256.5423584	1123.77758789	1306.19799805	471.086639404	7.44896841049	0.932699351982	280	1537	0	149622	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	2	2013-12-18 10:24:22.877	90	none	none	B2_120513	1570	359890	none	z700	Dp2AD000166	SV	none	VIS	none	snapshot61021/VIS_SV_90_z700_359890.png	1146	39131.0	127346.5	0.307279744634	3665.86742795	319	712	611	1285.55804861	1466.16861312	18	True	1343.52490234	1437.5098877	594.122009277	282.418609619	15.2469005585	0.879794315159	280	712	0	39131	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1147	2	2013-12-19 11:16:36.908	180	none	none	B2_120513	1327	364932	none	z700	Dp1AA01037	SV	none	VIS	none	snapshot62862/VIS_SV_180_z700_364932.png	1147	174864.0	922331.0	0.189589203876	17053.0644495	1243	1279	1150	1104.16818785	1467.49136472	13	True	1068.06750488	1396.47753906	960.997619629	885.327331543	168.350097656	0.388950604811	280	1108	171	173625	99.2914493549	1239	0.708550645073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	2	2013-12-19 11:23:53.518	90	none	none	B2_120513	2078	365002	none	z700	Dp2AA01101	SV	none	VIS	none	snapshot62868/VIS_SV_90_z700_365002.png	1148	141777.0	491413.0	0.288508851007	10287.7197027	729	920	916	1215.08032332	1385.65678495	21	True	1210.17907715	1364.46081543	756.102783203	551.709533691	0.648139595985	0.683793784786	280	920	0	141777	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	2	2013-12-25 14:55:07.244	0	none	none	B2_120513	1656	378873	none	z700	Dp2AE000193	SV	none	VIS	none	snapshot69495/VIS_SV_0_z700_378873.png	1149	194662.0	1362645.5	0.142855937219	19737.5826132	1144	1704	1607	1185.02279335	1041.63049285	20	True	1194.07128906	923.629699707	1348.24304199	853.873779297	1.21262419224	0.773887300429	280	1704	0	194662	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150	2	2013-12-27 06:20:09.072	270	none	none	B2_120513	1922	382406	none	z700	Dp2AE000181	SV	none	VIS	none	snapshot71021/VIS_SV_270_z700_382406.png	1150	188324.0	869535.0	0.216580126159	15418.1598953	919	1745	1730	1477.9353614	1024.63313757	16	True	1515.64147949	990.404785156	1424.52429199	577.721496582	16.950553894	0.914071096306	280	1745	0	188324	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	2	2013-12-26 06:50:37.197	270	none	none	B2_120513	2019	380030	none	z700	Dp1AA01041	SV	none	VIS	none	snapshot70002/VIS_SV_270_z700_380030.png	1151	251190.0	1330969.5	0.188727089539	24275.6570913	1087	1668	1660	1204.72788726	1243.13029181	13	True	1236.87316895	1078.37817383	1451.48181152	803.472839355	2.46588969231	0.832813617088	280	1658	10	251138	99.979298539	52	0.0207014610454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1152	2	2013-12-26 15:06:04.228	0	none	none	B2_120513	1958	381491	none	z700	Dp2AD000163	SV	none	VIS	none	snapshot70534/VIS_SV_0_z700_381491.png	1152	162200.0	1067429.5	0.151953829269	19681.5132892	1144	1419	1386	1102.40679408	1219.95917386	18	True	1083.66333008	1126.00805664	1138.89379883	771.704956055	159.235946655	0.735438320222	280	1419	0	162200	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	2	2013-12-24 07:14:44.822	180	none	none	B2_120513	1538	375109	none	z700	Dp2AA01103	SV	none	VIS	none	snapshot67950/VIS_SV_180_z700_375109.png	1153	236833.0	933793.0	0.253624732676	15290.483479	944	1436	1429	1368.86199558	1211.63399526	21	True	1441.75842285	1082.19384766	1255.80615234	671.938964844	20.2895317078	0.844810365988	280	1436	0	236833	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1154	2	2013-12-19 07:28:34.096	180	none	none	B2_120513	1851	363996	none	z700	Dp1AA000012	SV	none	VIS	none	snapshot62690/VIS_SV_180_z700_363996.png	1154	149939.0	745254.0	0.20119180843	15136.5591615	1158	957	926	1277.83587326	1515.79621713	13	True	1278.06665039	1466.08300781	991.938415527	736.073852539	107.703338623	0.670337894918	280	850	107	148577	99.0916305964	1362	0.908369403557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1155	2	2013-12-27 15:10:41.806	0	none	none	B2_120513	1497	384011	none	z700	Dp1AD000068	SV	none	VIS	none	snapshot71565/VIS_SV_0_z700_384011.png	1155	176033.0	842511.5	0.208938394313	25403.2653418	1223	974	906	1278.2341436	1347.12025586	15	True	1266.0	1295.39855957	960.07421875	715.777404785	122.027565002	0.666456604628	280	974	0	176033	100.0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
